location,area_sqft,bhk,bathrooms,floor,total_floors,age_of_property,parking,lift,actual_price
vashi,981.79,4,4,27,7,17.1,0,0,11945994
ulwe,850.25,2,4,31,33,1,0,0,12918171
airoli,456.76,2,3,32,11,16.3,0,0,4641283
airoli,2896.6,2,2.529589,26,18,3.5,1,0,40682113
nerul,474.59,3,1,12,19,19.9,1,1,6209777
panvel,1662.33,4,1,28,39,1.8,0,0,28301371
ulwe,1532.17,2.45977,2,33,39,4.5,0,1,21894864
belapur,430.17,2,2,24,25,13,0,1,4524964
ghansoli,1152.35,1,1,21,16,8.7,0,0,19132602
nerul,950.79,2,2.529589,2,5,17.2,0,0,12778040
panvel,766.09,4,4,17,23,11.3,0,0,9178727
vashi,269.33,2,2.529589,4,19,13.8,1,0,2642638
cbd belapur,1488.06,2,2,33,32,10.2,0,0,28219031
ghansoli,916.04,2,3,19,21,9.4,0,0,11544409
nerul,1042.58,1,2.529589,3,19,11.9,0,0,11639011
panvel,1085.5,3,2.529589,23,2,7.2,0,1,11927883
belapur,501.1,2,3,0,17,8.3,0,0,8578472
airoli,1425.57,1,3,9,35,12.2,1,0,24483974
panvel,1473.95,2,4,24,35,7.6,0,1,20808199
kharghar,1553.78,1,2.529589,8,1,6.6,0,1,18016033
panvel,468.88,4,2,12,1,12,0,1,9426434
panvel,727.03,2.45977,3,5,5,5.5,1,1,12200980
cbd belapur,881.25,1,4,33,6,1.4,1,1,12277905
nerul,1396.92,2.45977,1,0,27,9.6,0,0,22220818
panvel,995.41,2,1,33,13,12,1,0,12128579
belapur,1151.72,1,1,21,2,9.7,0,1,12803351
belapur,1416.89,2,2.529589,0,1,17.5,0,0,25496496
vashi,39.76,3,1,25,8,9.8,0,0,1096287
panvel,986.53,2,1,8,35,5.7,1,0,17507086
airoli,966.76,2,4,10,37,23.8,0,1,18054406
belapur,1152.97,1,2.529589,26,19,2.5,1,0,15746253
belapur,421.55,1,3,31,20,9.5,0,0,4943154
kharghar,563.5,2,3,7,1,6.9,1,1,11336830
airoli,421.91,4,1,33,30,19,1,0,8769851
airoli,962.06,4,1,16.554003,9,5.3,0,1,15250808
ulwe,717.69,2.45977,1,16,3,6.5,1,1,8816724
panvel,1025.29,2,4,2,5,10.3,1,1,10126197
airoli,1260.06,1,1,21,21,11.3,0,0,13727229
ulwe,202.03,1,2.529589,15,19.84628,17.1,0,0,3135872
kharghar,963.09,3,3,13,19.84628,6.4,0,0,15514905
belapur,1147.33,2.45977,4,18,35,9.1,1,1,18194227
ulwe,1272.66,3,3,33,21,6.6,1,1,16234345
ulwe,557.19,2,4,15,1,3.9,0,0,6297712
panvel,913.08,4,2.529589,6,20,17.3,1,0,18407848
kharghar,209.26,4,3,2,19.84628,12.7,1,0,2834997
kharghar,1326.28,2,1,18,27,11,0,0,12753190
ghansoli,-115.73,2,2.529589,28,23,12,0,0,-2400667
kharghar,1201.26,2,3,4,34,15.6,0,0,15291133
airoli,911.35,4,1,33,21,5.5,0,1,16967074
cbd belapur,1162.8,3,4,13,26,10.2,0,1,18424530
cbd belapur,588.52,2.45977,1,30,11,9.9,0,0,9475502
kharghar,144.2,2,4,15,26,2.2,0,1,3321427
kharghar,1099.94,4,2.529589,23,29,3.6,0,0,20204476
ghansoli,62.66,2,1,1,7,16.2,0,1,488127
ulwe,1723.34,1,2,12,5,9.5,0,0,29679481
kharghar,888.03,1,2,6,32,12.2,0,1,15995864
airoli,977.33,4,3,22,11,8.8,1,1,16277750
vashi,448.48,3,2.529589,7,5,8,0,1,5322856
panvel,1540.62,1,3,34,39,16.3,1,1,25432898
cbd belapur,1009.51,2.45977,3,22,8,7,0,0,12809243
belapur,697.6,1,2,17,23,12.7,1,0,8256724
panvel,601.78,2.45977,1,30,14,3.9,0,0,8361475
belapur,938.26,3,1,12,30,10.4,0,0,16702700
ghansoli,218.13,2,4,29,2,11.7,1,0,2542487
nerul,1628.58,3,1,28,30,9.3,0,1,29678682
nerul,390.57,2,2,27,36,11.4,0,0,3643883
kharghar,1178.8,2.45977,2.529589,6,3,3.8,0,0,15921238
cbd belapur,1254.67,2.45977,2,19,26,13,0,0,14811780
airoli,1190.99,4,4,15,18,3.7,0,1,16854941
airoli,553.48,2,2.529589,4,22,13.5,0,0,6728996
airoli,896.09,3,2.529589,16.554003,11,8.2,1,0,12357201
vashi,1122.52,2.45977,2.529589,11,9,11.2,1,1,11644936
kharghar,1275.28,2,2,28,16,6.3,0,1,12146733
kharghar,-137.59,4,1,34,26,8.4,0,1,-2571737
nerul,1514.81,4,2,7,17,4.2,0,0,18707981
belapur,342.04,2,2,32,20,13.6,1,0,3274937
nerul,297.81,2,3,11,11,15.2,0,1,5559678
ghansoli,841.03,1,1,20,15,3.7,1,0,13357427
airoli,695.26,2,1,17,18,12.4,1,1,11983386
ghansoli,340.73,2,2,29,6,4.8,0,1,6969216
ghansoli,1117.07,2,4,2,7,13.1,1,0,18687689
airoli,1038.22,2,4,15,28,15.3,0,0,12520231
airoli,993.36,2.45977,4,28,23,8.9,0,1,12544699
nerul,121.42,3,2,17,16,7.1,0,0,1271449
panvel,1640.28,2.45977,3,1,15,8.7,1,1,22982912
vashi,252.89,2,1,15,20,10.5,1,0,2388234
panvel,711.83,2,1,33,10,8.2,0,0,9985903
nerul,665.48,1,2.529589,19,39,8.7,0,0,6244432
airoli,1309.84,2,2,30,18,9.8,0,0,22184537
kharghar,4446.57,1,2.529589,18,35,11.2,0,0,46868808
cbd belapur,619.8,2.45977,4,17,33,6.1,0,0,6682768
vashi,1364.33,3,4,9,16,6.4,0,1,19282952
belapur,1239.84,2,2.529589,4,19.84628,10.7,1,0,13284533
kharghar,1811.27,3,4,21,33,3.4,1,1,29645160
cbd belapur,1216.38,2.45977,1,12,30,7.2,0,0,16621706
airoli,825.51,3,3,16.554003,2,8.9,1,0,13574433
nerul,1261.93,1,3,23,17,5.7,0,0,21606730
belapur,1139.04,3,4,15,26,9.5,1,0,19359925
ghansoli,648.4,3,4,24,37,3.9,1,0,10602075
cbd belapur,506.47,2.45977,3,13,26,9.2,0,0,7700050
nerul,965.97,4,2,18,4,6.6,1,0,18778582
nerul,693.54,3,2.529589,5,22,10.5,0,0,13863590
vashi,807.95,2,2,17,6,10.5,0,0,13629802
ghansoli,1662.65,2,1,32,23,2.7,1,1,22250467
ghansoli,947.79,2,2.529589,20,14,6.6,0,0,15794303
airoli,221.7,4,1,20,33,3.8,0,0,4791162
kharghar,3953.43,1,2,5,10,8.7,1,1,44311418
panvel,1369.01,4,2.529589,5,2,9.1,0,0,26791014
nerul,3.01,2,2,24,37,10.1,1,1,-888353
airoli,833.17,2,2,22,20,5.6,0,1,11495720
vashi,905.79,2.45977,1,11,33,15.3,0,0,16363165
kharghar,1068.63,1,3,1,26,10.8,0,0,19541055
cbd belapur,1243.95,3,3,10,17,12,1,1,15159271
ghansoli,358.58,1,2,20,25,5.1,0,0,5313853
airoli,1094.99,2.45977,4,24,10,11.4,0,1,11942753
nerul,1086.84,4,2,8,19.84628,19.5,1,1,16765518
panvel,934.34,2,2.529589,9,18,15.5,0,0,13755717
kharghar,1278.39,2.45977,2,21,12,1.8,1,0,15626050
kharghar,568.42,4,2.529589,1,12,9.3,0,1,7778407
ghansoli,693.31,2,3,16,17,4.2,1,1,6665207
panvel,1066.63,2.45977,3,9,28,2.1,0,0,13832706
kharghar,714.04,4,2,0,27,7.2,1,1,10697786
vashi,1276.29,4,1,23,13,13.2,1,1,25365557
nerul,1099.51,2,4,2,9,11.4,0,0,21154915
kharghar,570.23,2.45977,1,23,33,16.6,0,1,7525730
kharghar,505.91,3,2,16.554003,12,9.7,1,1,5990964
airoli,986.07,1,3,5,20,19.5,1,1,13009899
panvel,1204.1,2,4,18,5,5.8,1,0,17066737
panvel,852.92,4,3,11,16,3.3,0,1,10180122
ulwe,786.28,2,2,5,18,14,0,0,11741498
vashi,1186.17,1,1,31,33,7.1,0,1,21001891
panvel,429.56,2,1,1,10,5.4,0,0,6879161
airoli,1647.72,2,4,7,27,12,1,0,31390357
ulwe,1391.29,2.45977,3,16.554003,35,16.7,0,1,13294502
ulwe,1280.56,2.45977,2.529589,8,22,6.9,1,0,13935494
airoli,401.05,4,4,8,38,8.2,0,1,4210854
ulwe,1171.2,2,3,31,19,21.5,1,0,16910188
nerul,1481.57,3,2,19,2,10.3,1,0,24519038
belapur,106.32,3,4,16,31,0.1,0,0,1420028
panvel,956.45,2,2.529589,11,2,9.4,1,0,9879881
cbd belapur,1267.53,1,2.529589,16,38,6.2,0,1,15422742
cbd belapur,790.04,2.45977,3,4,29,3.5,0,0,13393597
kharghar,1037.51,4,2,27,8,15.8,1,1,15755255
kharghar,1488.37,2.45977,1,31,29,7,1,1,26181743
ghansoli,1450.91,4,1,20,26,9,1,0,17711525
nerul,199.93,2,4,16,13,8.7,1,1,3086381
airoli,754.84,4,3,5,35,20.9,0,0,13224565
panvel,1336.7,2,2,8,6,10,0,1,21072964
cbd belapur,1284.59,2,2.529589,4,23,1.6,0,0,22589095
airoli,737.68,2,4,10,15,0.7,0,1,10678165
panvel,1039.52,1,1,27,23,7.9,1,0,15138618
nerul,1991.66,3,2.529589,29,13,13.2,1,1,38035911
kharghar,1030.01,3,1,23,3,0.9,1,0,13727594
belapur,819.33,3,2.529589,3,28,8.7,0,0,13016446
panvel,1191.49,4,2,4,37,16.4,1,0,17879415
airoli,376.67,3,3,10,37,8.7,0,1,5660168
nerul,163.46,2,4,31,34,20.3,1,1,2592735
panvel,351.02,1,2,16.554003,10,16.2,1,1,5618288
nerul,1267.46,2,2.529589,2,12,6.2,0,0,16152127
belapur,1470.38,2,4,16,11,4.5,1,1,28881055
cbd belapur,1462.66,4,3,29,16,11.3,0,0,25094762
kharghar,942.9,2,1,11,7,3.2,0,1,14887036
belapur,912.07,2,1,22,36,4.9,1,0,16943352
kharghar,1213.57,2,1,0,33,14.5,0,0,13123626
belapur,899.39,3,4,6,21,2.5,1,0,11489611
cbd belapur,1566.84,1,2.529589,12,24,20,1,1,23923652
vashi,804.36,2.45977,4,6,6,13.8,0,0,10624904
vashi,750.22,2,2,1,12,12,0,0,10637399
ulwe,1175.52,2,4,19,21,4.5,0,0,15114401
cbd belapur,1062.39,2.45977,4,14,35,1.6,0,1,17991139
vashi,451.7,2.45977,2,30,3,11.1,1,0,5230012
ghansoli,618.64,1,4,16.554003,11,2,0,0,6632315
belapur,1403.45,2,1,19,19.84628,1.6,1,0,23196274
belapur,835.21,2.45977,2.529589,16.554003,18,9.8,1,0,8977120
belapur,1826.18,3,1,15,24,2.1,1,0,19388528
ghansoli,573.18,4,2,13,21,4.7,1,0,11055753
airoli,1392.21,2,2,27,7,15.1,0,1,15232280
kharghar,1539.07,3,3,27,19,4.4,1,0,22868072
panvel,1436.83,4,2,17,11,9.8,1,0,15239115
ulwe,1416.61,4,4,12,21,13.3,0,1,17684404
belapur,862.12,1,4,12,25,6.1,1,0,8172481
ulwe,1291.34,1,2,27,32,5,0,0,21104028
nerul,647.46,2,3,16.554003,21,0.5,0,0,6007873
kharghar,950.72,2,3,29,13,8.7,1,0,9552924
ulwe,426.47,4,3,3,19.84628,10.1,1,0,7304328
vashi,1371.44,3,2,9,22,3.7,0,0,25384893
panvel,760.33,1,4,8,21,3.4,0,0,14600453
panvel,756.84,1,1,4,33,7.5,0,1,9573136
cbd belapur,1072.45,1,4,17,19.84628,6.6,0,1,16379930
cbd belapur,1041.83,2,2,13,16,5.7,0,0,17227770
vashi,625.66,4,4,2,16,0.5,0,0,12825146
kharghar,1185.42,2,2,10,10,8.3,0,1,13603711
airoli,1414.16,1,2,20,21,6,0,0,18080403
cbd belapur,1260.77,4,4,3,11,8.2,0,0,16321059
belapur,871.56,3,2.529589,7,18,6.8,0,0,16909643
ghansoli,996.63,2,2,26,20,14.4,0,0,9669205
ghansoli,856.03,2.45977,2.529589,4,10,2.6,0,0,10843746
vashi,516.32,2,2,1,19.84628,20.7,0,1,8096521
belapur,101.97,4,2,18,7,3.6,0,0,1106124
ulwe,478.47,2.45977,2,1,2,16.1,0,0,5214244
nerul,89.05,2,2,2,4,13.3,0,1,722334
ghansoli,1055.3,1,1,13,37,3.7,0,1,16467235
kharghar,1592.24,2,2.529589,5,37,14.6,0,0,26202978
kharghar,916.73,1,3,16.554003,9,16.3,0,1,12731471
ghansoli,551.23,1,2.529589,0,7,12.1,0,0,5153386
vashi,1350.65,1,2,27,25,16.4,0,1,23394938
airoli,738.28,3,2,31,39,11.7,0,0,12012683
kharghar,1221.21,3,2.529589,24,13,12,0,1,19046526
airoli,735.53,3,3,5,36,6.4,1,0,14543115
cbd belapur,800.54,1,3,33,26,5,0,0,14064927
ghansoli,431.27,2,4,22,19.84628,4.1,1,1,5749570
cbd belapur,1393.27,3,1,31,9,1.8,0,0,17469464
kharghar,240.41,3,1,9,39,3.9,1,0,2273678
ulwe,1139.22,3,2.529589,34,33,13.6,0,1,20009495
airoli,733.05,2,2.529589,3,11,8.9,0,1,10819822
ulwe,1295.55,4,4,27,39,5.7,1,0,19449701
airoli,1254.1,2,4,23,6,11.2,0,1,17330323
belapur,389.83,2,2.529589,2,25,9.2,0,1,6674293
airoli,957.22,2,2.529589,19,24,0.6,0,0,14490061
cbd belapur,1596.82,4,2.529589,28,33,3.4,1,0,26631475
panvel,971.62,1,2.529589,22,3,8.8,0,0,14654454
airoli,717.29,2,4,23,4,1,0,0,9462252
nerul,884.67,2.45977,2.529589,17,30,11.2,0,1,12994821
kharghar,1214.44,2,4,28,14,5.6,0,0,13287011
nerul,1261.04,2,3,16.554003,34,0.8,1,0,16863828
kharghar,1689.58,2.45977,4,30,12,14.8,0,1,14896763
vashi,741.44,3,1,9,17,14.9,0,0,11224674
kharghar,1614.52,4,1,16.554003,14,5.2,0,1,26686927
ghansoli,1133.35,3,3,5,16,3.7,1,0,17301786
panvel,1222.81,2,2,1,38,1.1,0,0,15982081
nerul,788.3,2,2,9,11,9.6,0,1,11008428
airoli,944.28,3,4,29,37,1.5,0,0,17850513
panvel,1689.24,3,2.529589,2,25,11.2,0,0,34329388
ulwe,613.64,2,1,16.554003,30,8,1,1,6479935
nerul,919.83,1,3,5,34,18,1,0,13777029
panvel,709.12,3,2,7,26,10.8,0,0,12015648
airoli,1624.01,1,4,7,34,11.4,0,0,21892405
vashi,1079.85,1,2,0,39,0.8,1,0,13335758
nerul,808.69,2,4,6,39,6.6,1,0,14108843
kharghar,688.61,2.45977,1,32,29,5.7,1,0,9479402
ulwe,647.47,1,3,33,1,9,0,1,12120234
airoli,1464.65,3,4,9,33,4.3,1,0,16961677
panvel,1528.79,1,2.529589,34,25,9.2,0,1,19486001
belapur,580.87,1,2.529589,16.554003,37,17,0,1,5712448
kharghar,1212.88,2,1,9,23,7.2,1,0,14430098
belapur,749.45,2.45977,2.529589,30,14,0.5,0,1,8858805
airoli,526.39,2,3,16.554003,21,14.6,1,0,10059322
panvel,578.43,4,2.529589,18,17,5,0,0,7432551
nerul,1247.14,2,3,29,6,8.7,1,0,17177921
ulwe,908.3,2,2,20,3,3.3,0,1,9349732
kharghar,2083.69,4,1,16.554003,36,22.5,1,1,43570052
vashi,1641.02,3,2.529589,24,22,10.6,0,1,20300811
ulwe,725.23,2.45977,2.529589,20,37,0.6,0,0,6346760
ghansoli,1422.7,4,2.529589,32,2,6.3,0,0,18845596
kharghar,69.5,2,3,31,23,4,1,0,1206863
panvel,1105.27,2,2,5,1,12.3,0,0,18779894
cbd belapur,997.82,1,4,16.554003,14,8,0,0,12008770
ulwe,410.8,3,2.529589,27,3,4.4,0,0,8362457
belapur,799.63,2.45977,2.529589,6,32,2.1,0,0,13965332
belapur,533.18,1,2.529589,2,9,5.1,1,1,6154819
ulwe,1067.34,2.45977,3,34,22,19,0,0,11180701
panvel,320.8,4,3,16.554003,39,1.7,0,1,4984968
cbd belapur,1095.2,1,2.529589,8,1,2.3,0,1,11588872
cbd belapur,1073.62,2.45977,2.529589,21,35,4.1,0,0,16663663
nerul,933.87,4,4,27,33,12.5,1,0,10186468
kharghar,66.65,2,3,24,28,19.1,1,1,819619
vashi,6165.5,4,2.529589,29,10,4.6,0,0,119274610
airoli,695.25,2,1,20,4,9.2,1,0,13619723
panvel,2284.95,4,1,23,38,11.3,0,0,43766218
nerul,1287.59,2,1,13,24,2.7,1,1,17135290
panvel,686.89,2,3,31,2,3.1,0,0,12864958
kharghar,623.58,3,4,10,37,9.3,0,1,12527225
kharghar,890.42,2.45977,3,27,19.84628,11.1,1,0,8596330
ulwe,-149,4,1,3,12,5,0,0,-2569782
kharghar,1491.23,3,2.529589,15,27,11.3,1,0,19345205
ulwe,1333.14,1,3,7,28,3.3,1,1,20512063
panvel,797.6,2.45977,3,31,14,11.3,0,0,14497788
airoli,943.63,2.45977,2,7,13,13.5,1,1,11221450
kharghar,-215.7,4,2,31,12,11.1,0,1,-3775468
panvel,1234.99,1,4,0,21,14.2,0,0,15134542
kharghar,1189.36,3,2.529589,9,39,4.1,1,0,24182851
cbd belapur,952.57,2,4,31,9,5.4,0,0,9667554
kharghar,988.45,2.45977,3,30,13,5.2,0,1,10420959
cbd belapur,1103.27,2,2,9,39,11,1,0,11038931
cbd belapur,1110.91,2,2,26,39,15.9,0,0,12974312
airoli,415.77,2,1,10,22,4,0,0,6623404
panvel,316.56,1,1,16.554003,25,10.5,1,0,5978236
vashi,1320.39,1,3,6,11,7.5,1,0,24082001
belapur,281.3,2,1,13,26,8.6,0,1,3117425
panvel,803.9,2,2,12,37,2,0,0,12801070
airoli,520.73,2.45977,4,34,21,12.1,1,0,5028130
kharghar,1098.08,1,1,13,21,11.5,0,0,12936838
belapur,794.66,2,1,31,30,6.2,0,0,8403932
kharghar,1053.98,3,4,22,19,8.3,0,0,14892173
airoli,885.97,1,2.529589,16.554003,11,6.5,1,0,8762405
kharghar,1052.71,1,2.529589,34,16,6.6,1,1,14502067
panvel,861.55,2,4,31,8,3,0,0,15006598
airoli,304.4,2.45977,2.529589,0,37,7.6,0,0,5813247
cbd belapur,727.77,4,1,7,11,0.2,0,0,14008248
kharghar,888.25,4,4,5,32,2.8,1,0,10809966
airoli,959.56,2,1,2,33,5.9,0,1,17001391
nerul,1258.19,2,2,22,16,21.2,0,1,14068211
kharghar,724.54,2.45977,3,8,12,5.5,1,0,7005697
belapur,573.59,2,4,3,36,9.5,1,1,7815008
belapur,756.48,4,2,33,37,6,1,0,9936961
nerul,929.97,4,2.529589,16.554003,13,6.7,0,1,16289725
kharghar,1045.76,2.45977,1,23,35,11,1,1,18426395
ulwe,939.39,2,1,11,5,8.4,0,1,10121401
panvel,1048.83,3,1,32,15,8.5,0,0,16154977
vashi,1108.55,2,2,18,35,9,0,0,17058461
vashi,8028.61,2,2,7,12,14.5,0,1,111541627
vashi,865.93,2,2,23,16,4.9,0,1,11887878
cbd belapur,812.98,1,2,18,13,9,0,1,11024796
vashi,1152.91,3,4,34,28,14.4,0,0,19898913
kharghar,1001.45,1,3,29,10,5.9,0,0,17826024
vashi,904.02,3,2.529589,23,15,0.9,0,0,16220863
vashi,1332.58,2.45977,2,14,23,4.3,1,0,22302081
nerul,1295.41,1,2.529589,17,14,9,0,0,15648511
nerul,1249.96,2,2.529589,9,21,9.7,1,1,18065779
panvel,1578.92,4,2.529589,6,28,5.3,0,0,18509137
ulwe,761.7,2,2.529589,12,3,14.7,1,0,10167163
belapur,60.21,3,4,30,2,14.8,1,0,1799075
cbd belapur,861.35,2,4,11,31,9.7,0,1,13914219
panvel,593.07,1,1,5,21,10.4,0,1,8509565
airoli,3654.19,2,2.529589,9,37,0,0,0,51150110
cbd belapur,871.23,2.45977,2,25,28,6.7,0,0,10038736
nerul,1459.48,2,2.529589,11,5,14.3,0,0,19616834
panvel,1177.91,3,1,30,32,10.7,1,1,20997052
airoli,1497.45,2.45977,2,12,20,2,0,0,20374993
nerul,-6.31,3,4,13,8,1.8,1,0,-1364795
ghansoli,431.9,1,3,30,16,0.9,0,1,4494942
panvel,538.76,3,2.529589,3,36,7.4,1,1,11802204
kharghar,465.18,2,2.529589,16,26,21,1,1,8693883
vashi,1049.31,3,3,22,7,1.8,1,1,21147615
panvel,1106.71,1,2,17,19,4,0,0,10767818
airoli,985.19,4,2,19,26,6.3,1,0,12337287
airoli,798.62,1,2,10,22,9.2,1,0,12972049
panvel,972.85,3,1,1,14,9.7,0,0,17219680
kharghar,1243.72,2.45977,2.529589,17,17,4.1,0,0,11616604
airoli,2005.15,2,4,13,11,9.8,0,0,23416746
ghansoli,1176.62,2.45977,1,19,37,4.1,0,1,14966266
nerul,864.4,2.45977,4,16,12,7.7,1,1,12889170
vashi,328.75,4,2.529589,16,10,6.2,1,1,3441707
airoli,559.5,4,1,29,17,4.9,1,1,10432679
ulwe,1835.01,2,4,9,26,5.8,0,1,29402733
ghansoli,624.1,3,2,21,23,9.1,0,0,10160408
nerul,-306.57,4,4,4,15,12.8,1,0,-6955773
kharghar,791.34,1,1,26,28,10.9,1,1,12913439
vashi,1128.23,2,2,7,5,19.2,1,0,15299360
nerul,1085.34,2.45977,2.529589,13,15,4.5,1,1,17406592
airoli,1141.26,1,1,29,14,4.5,0,0,11954181
nerul,1432.25,4,1,18,27,10.1,0,0,21189281
cbd belapur,674.32,2.45977,1,25,24,0.4,0,0,10738258
panvel,536.02,2,2.529589,5,9,6.9,1,1,7495341
kharghar,762.6,4,2,12,18,3.4,0,0,11456526
kharghar,738.32,1,4,17,30,2.8,0,0,10872850
airoli,626.96,1,3,0,25,6.7,0,0,11470697
belapur,819.15,1,2.529589,5,4,1.7,0,0,15715798
nerul,771.53,2.45977,1,5,26,3.3,0,0,6937912
kharghar,269.11,4,3,31,38,5.2,0,0,4625028
nerul,-113.74,3,3,28,39,4.5,0,0,-2456351
airoli,721.45,4,3,17,10,2.5,0,1,11017891
panvel,749.9,2,3,16,29,4.9,0,1,11101188
belapur,479.03,1,3,34,10,5.5,0,0,7851956
nerul,1742.61,4,1,15,9,5.3,1,1,29243559
cbd belapur,1113.63,2.45977,2.529589,29,23,12,1,0,13768310
cbd belapur,720.62,2.45977,2,7,9,10.1,1,0,6993612
cbd belapur,1751.36,1,2.529589,7,18,13.8,0,1,26147998
ghansoli,1146.58,2,3,33,36,6.6,0,0,15107986
kharghar,1733.34,3,4,29,35,5.3,1,0,18010049
nerul,1517.57,2,3,23,19,16.8,0,0,22915451
nerul,1498.04,4,2.529589,21,12,15.2,0,0,27602041
belapur,751.61,2,1,16,24,7,0,1,14030269
belapur,1109.62,3,1,33,36,0.1,0,0,16939131
nerul,972.7,3,3,7,12,8.7,0,0,17526707
kharghar,922.75,1,1,19,22,10.2,0,0,12742713
vashi,834.58,3,3,22,11,3.3,0,0,12206855
airoli,1109.88,2.45977,1,30,9,4.1,0,0,18172873
nerul,1252.54,1,3,25,31,0.5,0,0,15641549
ulwe,513.91,4,1,29,27,7.1,1,0,6003126
airoli,1378.67,3,1,27,20,0.3,0,0,23165672
ghansoli,1039.64,1,4,7,10,8.1,0,1,10786403
nerul,1201.04,2.45977,2.529589,2,32,2.6,1,0,15303677
vashi,957.75,4,4,30,21,5.9,1,0,19508623
cbd belapur,1051.2,3,1,3,19,4.3,1,0,17889824
nerul,1340.52,2.45977,4,9,29,0.7,0,0,14726344
cbd belapur,1155.78,4,3,0,30,12.3,1,0,19635764
airoli,1041.73,1,2.529589,24,6,18.3,0,1,11722802
vashi,481.51,3,2.529589,27,29,21.6,0,0,7556975
airoli,339.74,3,2,20,4,15.6,1,0,6399464
cbd belapur,536.25,2,2,31,1,3.7,0,1,7336613
belapur,812.92,2,3,6,18,4.4,0,1,11491385
nerul,941.19,2.45977,2.529589,25,1,24.1,1,0,14096747
nerul,537.94,2,1,16.554003,29,1.5,0,1,10669516
ghansoli,948.56,3,2,16.554003,16,1,0,0,16148827
panvel,130.82,4,4,19,27,2.4,1,1,2440329
belapur,671.78,4,2,8,4,7.7,1,0,13134728
nerul,1478.17,2,4,11,1,2.8,1,1,17535900
cbd belapur,738.38,2,4,5,32,12.8,0,1,7334706
ghansoli,1106.45,4,2,1,38,15,1,0,16759115
kharghar,1077.91,1,1,4,1,1.6,1,0,19994914
ulwe,725.76,3,3,16.554003,13,6.3,0,0,13645559
airoli,1267.72,2,4,7,33,6.9,1,0,20385956
belapur,175.06,2,3,26,19,0.5,0,1,2535138
ulwe,775.49,2,3,6,36,14.3,1,0,11048474
nerul,955.2,3,2.529589,19,27,16.7,1,0,14886586
belapur,1409.71,2,4,16.554003,18,3.8,0,0,14129760
cbd belapur,1141.53,1,4,32,9,12.1,0,0,12758563
ulwe,993.76,3,1,10,18,12.4,0,0,17559153
airoli,561.85,4,3,34,11,18.4,1,0,7318371
vashi,812.92,3,2.529589,27,18,5.8,1,1,15589703
nerul,686.7,1,3,26,31,9,1,0,10164198
kharghar,957.85,2.45977,2,26,16,12,0,0,9952788
nerul,907.67,1,4,27,32,5.3,1,1,15721232
ghansoli,1493.15,2,3,1,6,5.4,0,0,24482831
vashi,703.71,1,1,0,13,3.7,0,0,7189212
belapur,820.04,3,2,12,5,7.6,1,0,11720333
vashi,32.42,1,1,19,5,9.8,0,1,876660
ghansoli,1301.13,2,2.529589,1,17,12.7,1,1,17811073
airoli,952.75,4,3,16.554003,7,14.5,0,0,15887098
airoli,796.27,2.45977,3,9,37,5,1,0,11470392
panvel,1232.6,2.45977,2,29,14,7.9,0,1,14368004
nerul,1441.12,2,1,16,38,10.9,1,0,17174446
kharghar,539.39,3,2,21,6,8.8,0,1,7163637
vashi,902.31,2,1,21,3,13.5,0,0,10600170
panvel,1208.02,2.45977,3,18,24,7.9,1,1,15879468
kharghar,902.06,2.45977,1,11,32,8.7,0,0,14331140
nerul,1155.75,2.45977,2,21,23,2.9,1,1,12574221
airoli,1555.2,4,2.529589,10,35,16.4,1,1,29630017
vashi,1183.07,1,3,23,29,5.3,0,0,18963563
kharghar,542.45,2.45977,2.529589,9,12,6.6,0,1,8551916
nerul,950.28,2.45977,1,24,33,13.9,1,1,10845967
airoli,479.34,2,3,11,33,13.6,0,1,4790592
panvel,1384.07,1,1,33,6,8,1,1,17646982
airoli,772.14,2,2.529589,2,22,5.4,0,0,11692135
airoli,1079.19,3,4,24,11,7.6,0,0,12891396
belapur,615.94,4,3,3,34,20.5,0,0,7564334
kharghar,6227.62,2,2,2,36,11.7,1,0,57502162
kharghar,1306.21,2,4,5,10,10.2,1,1,23097186
kharghar,1304.92,4,1,28,13,3.4,0,1,19342196
panvel,471.88,2,2.529589,16.554003,30,16.7,0,1,6855526
ulwe,1074.24,2.45977,1,32,26,1.8,0,0,14449023
nerul,1412.94,1,2.529589,14,8,15.7,0,0,13687297
panvel,501.39,2,2,17,39,12.3,1,0,5210644
ghansoli,488.6,1,2,20,9,9.6,0,0,4765942
vashi,1082.77,2,3,15,28,25.6,0,0,18186887
panvel,1264.32,2.45977,2.529589,30,18,10.6,1,1,20240623
kharghar,1285.03,2.45977,1,15,24,3.1,0,0,17136956
airoli,290.41,2,2.529589,34,37,11.4,0,0,3551549
ghansoli,788.68,2,3,4,32,8.5,1,1,9049418
panvel,374.64,2,1,6,36,4.9,0,0,6009786
kharghar,824.79,1,2.529589,24,19.84628,1.6,0,0,8861122
panvel,881.21,2.45977,3,6,37,18.6,0,0,10785257
panvel,71.49,2,1,16,31,9.4,1,0,1389980
panvel,1441.59,2.45977,1,34,16,4.2,0,0,18920771
vashi,637.49,4,2.529589,7,15,2.9,1,0,10356708
ulwe,215.72,2.45977,1,12,19,10,0,0,2372166
belapur,1497.45,2.45977,2,6,3,2.2,1,0,15314962
kharghar,1245.29,2,2,26,10,12.2,0,0,13660148
panvel,1858.97,2,4,17,11,13.3,0,1,23013125
ulwe,383.69,2,4,13,37,15.8,0,0,5828905
